SYNTAX	DESCRIPTION	CLASS	TYPE	GROUP	CATEGORY	KEYWORDS	TIO	DOCS
f⍨Y	Commute (W-combinator): same as Y f Y	Primitive	Monadic Function	Monadic Operator	Function Application	Warbler-bird selfie tildediaeresis frown duplicate left and right arguments larg rarg args	https://tio.run/##SyzI0U2pTMzJT////1Hf1EdtExQe9W551LtCwfj/fwA	https://docs.dyalog.com/20.0/language-reference-guide/primitive-operators/commute/
X f∘g Y	Beside (D-combinator): X∘f on the result of g on Y, that is, X f g Y	Primitive	Monadic Function	Dyadic Operator	Composition	Dove-bird binary-unary after small little tiny jot composewith bind ring functioncomposition hook against ⟜	https://tio.run/##ASoA1f9hcGwtZHlhbG9n///ijpXihpAgwq8xIOKMveKImOKNs8KoIDMgNCA1//8	https://docs.dyalog.com/20.0/language-reference-guide/primitive-operators/beside/
X∘g Y	Curry: g between X and Y, that is, XgY	Primitive	Monadic Function	Dyadic Operator	Composition	small little tiny jot composewith bind ring value to partially apply application leftargument makemonadic	https://tio.run/##SyzI0U2pTMzJT///Py@1okThUdsEBcNHHTO0uR71TQVxwKJGxv//AwA	https://docs.dyalog.com/20.0/language-reference-guide/primitive-operators/bind/
f∘g Y	Beside: f on the result of g on Y, that is, f g Y	Primitive	Monadic Function	Dyadic Operator	Composition	after small little tiny jot composewith bind ring functioncomposition against	https://tio.run/##ASYA2f9hcGwtZHlhbG9n///ijpXihpAg4oy94oiY4o2zwqggMyA0IDX//w	https://docs.dyalog.com/20.0/language-reference-guide/primitive-operators/beside/
X f¨Y	Each: f between items of X and Y	Primitive	Dyadic Function	Monadic Operator	Function Application	claws foreach diaeresis mapping cells elements	https://tio.run/##SyzI0U2pTMzJT////1Hf1EdtExSMFR61TTy0QsFQwUhBw1jBRFNBPUz9/38A	https://docs.dyalog.com/20.0/language-reference-guide/primitive-operators/each/each-with-dyadic-operand/
f¨Y	Each: f on items of Y	Primitive	Monadic Function	Monadic Operator	Function Application	claws foreach diaeresis mapping cells elements	https://tio.run/##SyzI0U2pTMzJT////1Hf1EdtExQedTUfWqFgqGCkYKyg7ujkrK6gYalgoWCu@f8/AA	https://docs.dyalog.com/20.0/language-reference-guide/primitive-operators/each/each-with-monadic-operand/
X f⍥g Y	Over (Ψ-combinator): preprocess (g) arguments before applying main function (f)	Primitive	Dyadic Function	Dyadic Operator	Composition	Psi-bird binary-unary ⎕U2365 circlediaeresis yawn surprise shock hoof wookie ontop composewith functioncomposition (gX)f(gY) (gX)fgY (fX)g(fY) (fX)gfY comparing psi-combinator		https://docs.dyalog.com/20.0/language-reference-guide/primitive-operators/over/
f⍥g Y	Over: f on the result of g on Y, that is, f g Y	Primitive	Monadic Function	Dyadic Operator	Composition	⎕U2365 circlediaeresis yawn surprise shock hoof wookie composewith functioncomposition		https://docs.dyalog.com/20.0/language-reference-guide/primitive-operators/over/
X f⍛g Y	Behind: g on f X and Y, that is, (f X) g Y	Primitive	Dyadic Function	Dyadic Operator	Function Application	Queer-bird before jotunderbar composewith bind ringunderbar functioncomposition reverse-compose fXgY backcompose back-compose reversecompose into reversed Q-combinator		
g⍛f Y	Behind: apply f between (g Y) and Y, that is (g Y) f Y	Primitive	Monadic Function		Composition	Starling R*S-combinator back-hook backhook before behind reversehook ⊸		
Is f/Y	N-wise Reduce: f between all items of Y in groups of Is on last axis	Primitive	Dyadic Function	Monadic Operator	Function Application	sliding reductions oblique slant slash inserting solidus over rowwise reducing folding cells elements dimension row-wise horizontally windowed windows moving across	https://tio.run/##SyzI0U2pTMzJT////1Hf1EdtExSMFLT1FQyBlLGCiYLp//8A	https://docs.dyalog.com/20.0/language-reference-guide/primitive-operators/reduce/reduce-n-wise/
Iv/Y	Replicate along last axis of Y	Primitive	Dyadic Function		Selection	oblique slant compressing slash solidus copying repeatingeachcolumns dimension horizontally replicating rowwise row-wise across	https://tio.run/##SyzI0U2pTMzJT////1Hf1EdtExSMFQwVDq03UjBS0FcwUzBXsFCw/P8fAA	https://docs.dyalog.com/20.0/language-reference-guide/primitive-functions/replicate/
Av/Y	Filtering columns of Y according to mask Av	Primitive	Dyadic Function		Selection	boolean-masking boolean-filtering oblique slant compressing slash solidus selecting cells items horizontally across bitmask bit-masking	https://tio.run/##SyzI0U2pTMzJT////1Hf1EdtExQMFQygWF9B3SM1sahE/f9/AA	https://docs.dyalog.com/20.0/language-reference-guide/primitive-functions/replicate/
f/Y	Reduce: f between all items of Y on last axis	Primitive	Monadic Function	Monadic Operator	Function Application	foldr1 foldright oblique slant slash inserting solidus over rowwise reducing folding cells elements dimension row-wise horizontally across	https://tio.run/##SyzI0U2pTMzJT////1Hf1EdtExS09RUMFYwUjBVMFEz//wcA	https://docs.dyalog.com/20.0/language-reference-guide/primitive-operators/reduce/
Is f⌿Y	N-wise Reduce First: f between all items of Y in groups of Is on first axis	Primitive	Dyadic Function	Monadic Operator	Function Application	sliding reductions right slashbar reducefirst foldfirst insertfirst solidusbar columnwise f/[1] reducing major cells rows elements dimension 1st column-wise vertically windowed windows moving down	https://tio.run/##SyzI0U2pTMzJT///PzexROFR2wQFYwWTR71bHvVuNjTietQ3FSSk/ahnvwJQ/v9/AA	https://docs.dyalog.com/20.0/language-reference-guide/primitive-operators/reduce-first/reduce-first-n-wise/
Iv⌿Y	Replicate along leading axis of Y	Primitive	Dyadic Function		Selection	compressing slashbar solidusbar first copying repeatingeachrows Iv/[1] dimension 1st start beginning vertically columnwise column-wise down	https://tio.run/##SyzI0U2pTMzJT///PzexROFR2wQFYwWTR71bHvVuNjTietQ3FSRkqGCgYKTwqGe/AlDR//8A	https://docs.dyalog.com/20.0/language-reference-guide/primitive-functions/replicate/
Av⌿Y	Filtering major cells of Y according to mask Av	Primitive	Dyadic Function		Selection	boolean-masking boolean-filtering compressing slashbar selecting items vertically rowsofmatrix columnwise column-wise Av/[1] dimension 1st start beginning down bitmask bit-masking	https://tio.run/##SyzI0U2pTMzJT///PzexROFR2wQFYwWTR71bHvVuNjTietQ3FSRkqGAAxI969isAFf3/DwA	https://docs.dyalog.com/20.0/language-reference-guide/primitive-functions/replicate/
f⌿Y	Reduce First: f between all items of Y on first axis	Primitive	Monadic Function	Monadic Operator	Function Application	foldr1 foldright slashbar reducefirst foldfirst insertfirst inserting folding solidusbar columnwise f/[1] reducing major cells rows elements dimension 1st column-wise vertically down	https://tio.run/##SyzI0U2pTMzJT///PzexROFR2wQFYwWTR71bHvVuNjTietQ3FSSk/ahnvwJQ/v9/AA	https://docs.dyalog.com/20.0/language-reference-guide/primitive-operators/reduce-first/
X f⍤g Y	Atop (B₁-combinator): f on the result of X g Y, that is, f X g Y	Primitive	Monadic Function	Dyadic Operator	Composition	Blackbird-bird B1-combinator unary-binary ⎕U2364 pout ewok jotdiaeresis paw composewith functioncomposition upon		https://docs.dyalog.com/20.0/language-reference-guide/primitive-operators/atop/
f⍤g Y	Atop (B-combinator): f on the result of g on Y, that is, f g Y	Primitive	Monadic Function	Dyadic Operator	Composition	Bluebird-bird unary-unary ⎕U2364 pout ewok jotdiaeresis circlediaeresis paw composewith ring functioncomposition upon		https://docs.dyalog.com/20.0/language-reference-guide/primitive-operators/atop/
A⍱B	Logical NOR	Primitive	Dyadic Function		Boolean/Logical	peirce'sarrow quine'sdagger ampheck neithernor jointdenial Xpq ⊽ ↓ neither-nor gate †	https://tio.run/##SyzI0U2pTMzJT////1Hf1EdtExQMFAzB@FHvRiANYhn@/w8A	https://docs.dyalog.com/20.0/language-reference-guide/primitive-functions/nor/
A⍲B	Logical NAND	Primitive	Dyadic Function		Boolean/Logical	shefferstroke notand andtilde carettilde alternativedenial Dpq ⊼ ↑ ∼ ~ / gate	https://tio.run/##SyzI0U2pTMzJT////1Hf1EdtExQMFAzB@FHvJiANYhn@/w8A	https://docs.dyalog.com/20.0/language-reference-guide/primitive-functions/nand/
,Y	Ravel: Reshape into a vector	Primitive	Monadic Function		Structural	comma flattening flattened flatten() raze razing list array	https://tio.run/##SyzI0U2pTMzJT///P7k0KVXhUdsEBSMQfNS75VHvZguuR31TQWI6CiDp//8B	https://docs.dyalog.com/20.0/language-reference-guide/primitive-functions/ravel/
X,Y	Catenate: Join along last axis	Primitive	Dyadic Function		Structural	comma concatenate juxtapose horizontally dimension row-wise rowwise by connect join	https://tio.run/##SyzI0U2pTMzJT////1Hf1EdtExQMFYwUjBV0FEwUTBXM/v8HAA	https://docs.dyalog.com/20.0/language-reference-guide/primitive-functions/catenate-laminate/
Xm,Ys	Append scalar to each row of matrix	Primitive	Dyadic Function		Structural	extend with next merge join concatenate rows table connect	https://tio.run/##SyzI0U2pTMzJT///P7k0KVXhUdsEBSMFo0e9Wx71bjbhetQ3FSQCltJRsLT8/x8A	https://docs.dyalog.com/20.0/language-reference-guide/primitive-functions/catenate-laminate/
Xm,Yv	Append elements of vector to respective rows of matrix	Primitive	Dyadic Function		Structural	extend with next merge join concatenate table list connect	https://tio.run/##SyzI0U2pTMzJT///P7k0KVXhUdsEBSMFo0e9Wx71bjbhetQ3FSQCltJRMFCwtPz/HwA	https://docs.dyalog.com/20.0/language-reference-guide/primitive-functions/catenate-laminate/
⍪Y	Table: Reshape into 2-dimensional array	Primitive	Monadic Function		Structural	commabar ravelcells flattencells flattening razecells	https://tio.run/##SyzI0U2pTMzJT///P6OyILUouTQpVeFR2wQFIwh81LvlUe9mQzOuR31TQcKPelcpwBX@/w8A	https://docs.dyalog.com/20.0/language-reference-guide/primitive-functions/table/
⍪Y	Ravel planes of rank 3 array Y to form rows of a matrix	Primitive	Monadic Function		Structural	matrices layers Merge demoterank lessenrank reduce flattening flattened reducing table	https://tio.run/##SyzI0U2pTMzJT///P7k0KVXhUdsEBSMQfNS75VHvZguuR31TQWKPelcpgBT8/w8A	https://docs.dyalog.com/20.0/language-reference-guide/primitive-functions/table/
⍪Yv	Reshaping vector Yv into a one-column matrix	Primitive	Monadic Function		Structural	1-column table list	https://tio.run/##SyzI0U2pTMzJT////1Hf1EdtExQe9a5SMFIwVjD5/x8A	https://docs.dyalog.com/20.0/language-reference-guide/primitive-functions/table/
X⍪Y	Catenate First: Join along leading axis	Primitive	Dyadic Function		Structural	commabar concatenate over ontop atop vertically stack X,[1]Y dimension column-wise columnwise start beginning connect join	https://tio.run/##SyzI0U2pTMzJT///PzexROFR2wQFIwXjR71bHvVuNuN61DcVJAKW6V0Fov//BwA	https://docs.dyalog.com/20.0/language-reference-guide/primitive-functions/catenate-first/
Xm⍪Ys	Append scalar to each column of matrix	Primitive	Dyadic Function		Structural	vertically ontop atop extend with over merge join concatenate columns table	https://tio.run/##SyzI0U2pTMzJT///PzexROFR2wQFIwXjR71bHvVuNuN61DcVJAKW6V2lYPD/PwA	https://docs.dyalog.com/20.0/language-reference-guide/primitive-functions/catenate-first/
Xm⍪Yv	Append elements of vector to respective columns of matrix	Primitive	Dyadic Function		Structural	vertically ontop atop extend with over merge join concatenate table list	https://tio.run/##SyzI0U2pTMzJT///PzexROFR2wQFIwXjR71bHvVuNuN61DcVJAKW6V2lYK5goWD5/z8A	https://docs.dyalog.com/20.0/language-reference-guide/primitive-functions/catenate-first/
⊃Y	First item of Y	Primitive	Monadic Function		Selection	disclose rightshoe unbox open contentof Y[1] X[1] element cell 1st	https://tio.run/##SyzI0U2pTMzJT////1Hf1EdtExQedTUrqIfnF6Wo//8PAA	https://docs.dyalog.com/20.0/language-reference-guide/primitive-functions/materialise/
Iv⊃Y	Reach into Y along path given by Iv	Primitive	Dyadic Function		Selection	rightshoe pickfrom selectfrom getting picking indexing selecting major minor cells	https://tio.run/##SyzI0U2pTMzJT////1Hf1EdtExSMFR51NSuoh@cXpahzQcWMwGIahgpGmhrGCiYKppoIGUMMuf//AQ	https://docs.dyalog.com/20.0/language-reference-guide/primitive-functions/pick/
⊂Y	Enclose: Scalar containing Y	Primitive	Monadic Function		Structural	leftshoe boxing scalarise scalarize enclosing	https://tio.run/##SyzI0U2pTMzJT////1Hf1EdtExQMNYwUjDW5oLxHXU2YIgjB//8B	https://docs.dyalog.com/20.0/language-reference-guide/primitive-functions/enclose/
Av⊂Y	Partitioned enclose of Y according to Av (along last axis) beginning enclosures on 1s	Primitive	Dyadic Function		Selection	chop split cut separate chunk sub-vectors segmented sub-lists subvectors sublists dimension separated separator delimiter	https://tio.run/##SyzI0U2pTMzJT////1Hf1EdtExQMFAzB@FFXE5A0UjBWMPn/HwA	https://docs.dyalog.com/20.0/language-reference-guide/primitive-functions/partitioned-enclose/
⊆Y	Nest: Y if already nested, else scalar containing Y	Primitive	Monadic Function		Structural	⎕U2286 leftshoeunderbar encloseifsimple conditionalenclose boxsimple eis condenclose	https://tio.run/##SyzI0U2pTMzJT////1Hf1EdtExTUSzIyi9W5oLxHXW1oIhAeiEoswaIMKvH/PwA	https://docs.dyalog.com/20.0/language-reference-guide/primitive-functions/nest/
Mv⊆Y	Partition Y according to Mv (along last axis) beginning partitions on increases	Primitive	Dyadic Function		Selection	⎕U2286 chop split cut separate chunk dimension segments	https://tio.run/##SyzI0U2pTMzJT////1Hf1EdtExQMFQyA0BAIH3W1AUkjBWMFEwVTLrg0SAgEQdKPejeb/v8PAA	https://docs.dyalog.com/20.0/language-reference-guide/primitive-functions/partition/
⌷Y	Materialise items of Y in workspace	Primitive	Monadic Function		Identity	squishquad squad materialize defaultproperty elements identify .net unpack collection cells	https://tio.run/##SyzI0U2pTMzJT///38o5J7G4WCEgtag4P49LAQisAoryC1KLSioVUlLTEktzShTSSnNy/BJzUyHSjsnJqUAdBaVJOZnJCsUZiUWpKWAZEHjU0a5QklpR8qhtgntqCVxYASao7lupALQxTx1ZB8Rc17wUmM1cIA7YYVyP@qa6eUYAyeAgZ5grQYJAs2BcKO9Rz3aoyP//AA	https://docs.dyalog.com/20.0/language-reference-guide/primitive-functions/materialise/
Iv⌷Y	Index Y using indices Iv	Primitive	Dyadic Function		Selection	squishquad squad indexinto selectfrom getting picking indexing selecting major minor cells	https://tio.run/##SyzI0U2pTMzJT///PzexROFR2wQFYwWTR71bHvVuNjTietQ3FSRkBBR81LNdAagEIQQV@P8fAA	https://docs.dyalog.com/20.0/language-reference-guide/primitive-functions/index-function/index-with-axes/
⍳Js	Integers from 1 to Js	Primitive	Monadic Function		Index Generation	iota unsigned integers ints countto sequence numbers range ɩ ι positions locations 1…Js 1...Js	https://tio.run/##SyzI0U2pTMzJT////1Hf1EdtExQe9W5WMDT4/x8A	https://docs.dyalog.com/20.0/language-reference-guide/primitive-functions/index-generator/
⍳Jv	Indices of all items of array of shape Jv	Primitive	Monadic Function		Index Generation	iota sequence seq() ɩ ι positions locations cells elements naturals numbers upto untill	https://tio.run/##SyzI0U2pTMzJT////1Hf1EdtExQe9W5WMFIw/v8fAA	https://docs.dyalog.com/20.0/language-reference-guide/primitive-functions/index-generator/
X⍳Y	Index of: First indices in X of major cells Y	Primitive	Dyadic Function		Index Generation	iota firstindexin firstindexof ɩ ι findingfirst locatingfirst locatefirst firstpositionof 1st items elements firstlocation searching	https://tio.run/##SyzI0U2pTMzJT////1Hf1EdtExTUHZ2cXUDY1U1d4VHvZqCAs5s6V25iiQJI2ljB6FHvFqC4GRdUA1gGqM5Uwez/fwA	https://docs.dyalog.com/20.0/language-reference-guide/primitive-functions/index-of/
Xv⍳Y	Index of keys Y in key vector Xv	Primitive	Dyadic Function		Index Generation	find locate positionof locating location list	https://tio.run/##SyzI0U2pTMzJT////1Hf1EdtExTUHZNS1RXUnfKTgKRzYlGOusKj3s0wAZDk//8A	https://docs.dyalog.com/20.0/language-reference-guide/primitive-functions/index-of/
∊Y	Enlist: Simple vector from elements of Y	Primitive	Monadic Function		Structural	flattening flattened raze razing ϵ ε ∈ flatten() cells items join vector character vectors strings	https://tio.run/##SyzI0U2pTMzJT///Pzex5FHbBAUjBeNHvVse9W4243rUNxUo8qijS8FAASiroGGuYKGpYIkkDlFsqKCemJSs/v8/AA	https://docs.dyalog.com/20.0/language-reference-guide/primitive-functions/enlist/
X∊Y	For each item of X, 1 if found in Y, else 0	Primitive	Dyadic Function		Sets	testif epsilon isin membership containedin has ϵ ε ∈ memberof elementof cell searching	https://tio.run/##SyzI0U2pTMzJT////1Hf1EdtE9QTk5LVFUwUHnV0AUkgTx1EJKeoc@UmlgDlFYwUjB/1bnnUu9mMC6IDKA5WbQaUMlcw@f8fAA	https://docs.dyalog.com/20.0/language-reference-guide/primitive-functions/membership/
⍸B	Indices of all 1s in B	Primitive	Monadic Function		Index Generation	⎕U2378 wheretrues iotaunderbar locationsoftrues positions ones trues truths	https://tio.run/##SyzI0U2pTMzJT////1Hf1EdtExQe9e5QMFQwAEJDBUOupNzEEpCokYLxo94tBmAZMOZCUg5S9P8/AA	https://docs.dyalog.com/20.0/language-reference-guide/primitive-functions/where/
⍸Bm	List of arcs from adjacency matrix Bm	Primitive	Monadic Function		Mathematical	⎕U2378 connections table directed graph vector	https://tio.run/##SyzI0U2pTMzJT///PzE3sUThUdsEBWMF40e9WwwUDBUMwNAQDA24HvVNBUk/6t2hAFL7/z8A	https://docs.dyalog.com/20.0/language-reference-guide/primitive-functions/where/
X⍸Y	Indices of major cells of Y in left-inclusive intervals with cut-offs X	Primitive	Dyadic Function		Index Generation	⎕U2378 right-exclusive intervalindex iotaunderbar bins binary search groups ranges buckets classes classifying classification items elements [a,b) [a,b[ ⍺≤x<b	https://tio.run/##SyzI0U2pTMzJT////1Hf1EdtExTUHV09/UPVFR717lBQd4l09PF3V@eCyhkpmCiYgWUMgWxjIM8UyDfnyk0sAUobKxg96t3yqHezGUw9UBys2ljBGFPI5P9/AA	https://docs.dyalog.com/20.0/language-reference-guide/primitive-functions/interval-index/
∪Y	Unique: Distinct major cells of Y	Primitive	Monadic Function		Sets	cup downshoe distinctitems uniqueelements nub eraseremoveduplicates repetitions items elements	https://tio.run/##SyzI0U2pTMzJT////1Hf1EdtExQedaxSUE9MUldQT0pUh7AMgdCIKzexBChvpGD8qHeLelpOZXFGJZBU50LSB1Ty/z8A	https://docs.dyalog.com/20.0/language-reference-guide/primitive-functions/unique/
Xv∪Yv	Union: Xv,Yv~Xv	Primitive	Dyadic Function		Sets	cup downshoe setor	https://tio.run/##SyzI0U2pTMzJT////1Hf1EdtExTUE5PUFdSTU1KBZFq6usKjjlVAMXWw@P//AA	https://docs.dyalog.com/20.0/language-reference-guide/primitive-functions/union/
Xv∩Yv	Intersection: (Xv∊Yv)/Xv	Primitive	Dyadic Function		Sets	cap upshoe setand	https://tio.run/##SyzI0U2pTMzJT////1Hf1EdtExSMjBTUE5PUFdTT0tUVHnWsBPLUISJGRv//AwA	https://docs.dyalog.com/20.0/language-reference-guide/primitive-functions/intersection/
X f⍣g Y	Power: iterating X∘f on Y until condition (f Y) g Y is true	Primitive	Dyadic Function	Dyadic Operator	Iteration	kiss apply application poweroperator stardiaeresis powerlimit fixedpoint repeatedly fixpoint converge while repeating looping iterate	https://tio.run/##SyzI0U2pTMzJT////1Hf1EdtExQMFbQfdcw4vP1R72JbBcP//wE	https://docs.dyalog.com/20.0/language-reference-guide/primitive-operators/power/
f⍣g Y	Power: iterating f on Y until condition (f Y) g Y is true	Primitive	Monadic Function	Dyadic Operator	Iteration	kiss apply application poweroperator stardiaeresis powerlimit fixedpoint repeatedly fixpoint converge while repeating looping iterate	https://tio.run/##SyzI0U2pTMzJT////1Hf1EdtExQMH3XM0Abiw9sf9S62VTD8/x8A	https://docs.dyalog.com/20.0/language-reference-guide/primitive-operators/power/
⍋Y	Ascending grade: Indices to reorder Y into ascending order	Primitive	Monadic Function		Index Generation	sortperm() argsort() princessleiaorgana word index representation upgrade gradeup deltastile pine concordetakingoff increasing	https://tio.run/##SyzI0U2pTMzJT////1Hf1EdtExQe9XYrGBsrGBoqmJgomJkpGBlx5SXmphYrgCTVvfJT1RXUg0vBZGKuOldiOlTK2ASoVMHIlAtqDlhTNNA0kIpYLiTT1R2dnNUVgAJ@oT4@QJE1CofWG2eZAMXV//8HAA	https://docs.dyalog.com/20.0/language-reference-guide/primitive-functions/grade-up/
⍋Jv	Invert permutation	Primitive	Monadic Function		Index Generation	invperm() princessleiaorgana word index representation upgrade deltastile upgrade pine concordetakingoff	https://tio.run/##SyzI0U2pTMzJT////1Hf1EdtExQe9XYrGCmYKhgqGCuYcCEEUcQVgCJzFTLzylKLShSSEpOzFRLTEzPz/v8HAA	https://docs.dyalog.com/20.0/language-reference-guide/primitive-functions/grade-up/
